,Unnamed: 0,id,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class,label
7551,7551,7552,k,s,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,s,w,p,p,w,o,e,w,v,p,p,0
7552,7552,7553,k,s,w,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,s,g,e,1
7553,7553,7554,k,y,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,k,p,p,p,w,o,e,w,v,l,p,0
7554,7554,7555,k,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,s,p,w,p,w,o,e,w,v,l,p,0
7555,7555,7556,f,s,n,f,n,a,c,b,Other,e,?,s,s,Certain Edible,Certain Edible,p,Certain Edible,o,p,Certain Edible,c,l,e,1
7556,7556,7557,k,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,k,w,p,p,w,o,e,w,v,l,p,0
7557,7557,7558,k,y,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,k,p,p,p,w,o,e,w,v,d,p,0
7558,7558,7559,x,s,n,f,n,a,c,b,n,e,?,s,s,Certain Edible,Certain Edible,p,Certain Edible,o,p,Certain Edible,v,l,e,1
7559,7559,7560,x,f,w,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,Certain Edible,g,e,1
7560,7560,7561,x,f,g,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,Certain Edible,g,e,1
7561,7561,7562,x,s,n,f,n,a,c,b,n,e,?,s,s,Certain Edible,Certain Edible,p,Certain Edible,o,p,Certain Edible,v,l,e,1
7562,7562,7563,k,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,s,p,p,p,w,o,e,w,v,p,p,0
7563,7563,7564,k,y,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,k,w,w,p,w,o,e,w,v,p,p,0
7564,7564,7565,x,s,w,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g,e,1
7565,7565,7566,k,y,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,s,p,p,p,w,o,e,w,v,d,p,0
7566,7566,7567,x,f,g,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,s,g,e,1
7567,7567,7568,k,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,k,p,p,p,w,o,e,w,v,l,p,0
7568,7568,7569,f,y,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,k,w,w,p,w,o,e,w,v,d,p,0
7569,7569,7570,k,s,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,s,w,w,p,w,o,e,w,v,d,p,0
7570,7570,7571,k,s,n,f,n,f,c,b,w,e,b,Other,y,n,n,p,w,t,p,w,y,p,e,1
7571,7571,7572,k,s,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,s,w,w,p,w,o,e,w,v,l,p,0
7572,7572,7573,k,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,s,w,w,p,w,o,e,w,v,p,p,0
7573,7573,7574,b,s,g,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g,e,1
7574,7574,7575,k,y,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,k,p,w,p,w,o,e,w,v,l,p,0
7575,7575,7576,k,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,s,w,w,p,w,o,e,w,v,p,p,0
7576,7576,7577,k,f,g,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,Certain Edible,g,e,1
7577,7577,7578,k,y,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,k,p,p,p,w,o,e,w,v,l,p,0
7578,7578,7579,k,s,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,k,w,p,p,w,o,e,w,v,l,p,0
7579,7579,7580,k,y,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,s,p,p,p,w,o,e,w,v,p,p,0
7580,7580,7581,k,s,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,s,p,p,p,w,o,e,w,v,d,p,0
7581,7581,7582,k,f,w,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,Certain Edible,g,e,1
7582,7582,7583,k,y,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,s,p,w,p,w,o,e,w,v,d,p,0
7583,7583,7584,k,y,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,k,p,w,p,w,o,e,w,v,d,p,0
7584,7584,7585,b,f,w,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g,e,1
7585,7585,7586,x,s,g,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,Certain Edible,g,e,1
7586,7586,7587,b,s,g,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,s,g,e,1
7587,7587,7588,k,y,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,k,p,p,p,w,o,e,w,v,p,p,0
7588,7588,7589,k,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,k,w,w,p,w,o,e,w,v,p,p,0
7589,7589,7590,k,y,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,k,w,w,p,w,o,e,w,v,d,p,0
7590,7590,7591,b,s,w,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g,e,1
7591,7591,7592,f,s,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,s,p,w,p,w,o,e,w,v,d,p,0
7592,7592,7593,k,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,k,w,p,p,w,o,e,w,v,d,p,0
7593,7593,7594,k,s,w,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,s,g,e,1
7594,7594,7595,k,y,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,k,p,p,p,w,o,e,w,v,d,p,0
7595,7595,7596,k,s,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,s,w,w,p,w,o,e,w,v,l,p,0
7596,7596,7597,k,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,k,p,p,p,w,o,e,w,v,d,p,0
7597,7597,7598,x,s,n,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,e,1
7598,7598,7599,k,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,k,w,p,p,w,o,e,w,v,p,p,0
7599,7599,7600,k,y,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,k,p,p,p,w,o,e,w,v,p,p,0
7600,7600,7601,b,y,y,f,n,f,w,n,w,e,c,Other,y,Certain Poisonous,Certain Poisonous,p,Certain Poisonous,o,e,w,c,l,p,0
7601,7601,7602,k,y,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,k,w,p,p,w,o,e,w,v,l,p,0
7602,7602,7603,x,s,n,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,e,1
7603,7603,7604,k,s,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,s,p,p,p,w,o,e,w,v,p,p,0
7604,7604,7605,k,f,g,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,s,g,e,1
7605,7605,7606,k,s,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,s,p,p,p,w,o,e,w,v,d,p,0
7606,7606,7607,k,s,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,k,p,w,p,w,o,e,w,v,d,p,0
7607,7607,7608,k,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,s,w,p,p,w,o,e,w,v,l,p,0
7608,7608,7609,k,y,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,s,w,p,p,w,o,e,w,v,l,p,0
7609,7609,7610,x,f,g,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,Certain Edible,g,e,1
7610,7610,7611,b,s,w,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,Certain Edible,g,e,1
7611,7611,7612,k,y,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,s,w,p,p,w,o,e,w,v,d,p,0
7612,7612,7613,b,s,n,f,n,a,c,b,Other,e,?,s,s,Certain Edible,Certain Edible,p,Certain Edible,o,p,n,c,l,e,1
7613,7613,7614,k,y,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,k,p,p,p,w,o,e,w,v,p,p,0
7614,7614,7615,k,s,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,k,p,p,p,w,o,e,w,v,p,p,0
7615,7615,7616,b,s,g,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g,e,1
7616,7616,7617,k,s,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,s,p,w,p,w,o,e,w,v,p,p,0
7617,7617,7618,b,s,n,f,n,a,c,b,n,e,?,s,s,Certain Edible,Certain Edible,p,Certain Edible,o,p,Certain Edible,v,l,e,1
7618,7618,7619,f,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,s,p,p,p,w,o,e,w,v,p,p,0
7619,7619,7620,k,s,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,s,w,w,p,w,o,e,w,v,d,p,0
7620,7620,7621,k,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,s,w,w,p,w,o,e,w,v,l,p,0
7621,7621,7622,k,y,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,s,p,p,p,w,o,e,w,v,l,p,0
7622,7622,7623,b,f,g,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,Certain Edible,g,e,1
7623,7623,7624,k,s,w,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g,e,1
7624,7624,7625,k,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,k,p,w,p,w,o,e,w,v,l,p,0
7625,7625,7626,f,y,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,k,p,p,p,w,o,e,w,v,d,p,0
7626,7626,7627,x,s,w,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,s,g,e,1
7627,7627,7628,x,s,n,f,n,a,c,b,Certain Edible,e,?,s,s,Certain Edible,Certain Edible,p,Certain Edible,o,p,Certain Edible,c,l,e,1
7628,7628,7629,k,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,s,w,w,p,w,o,e,w,v,p,p,0
7629,7629,7630,k,y,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,s,w,w,p,w,o,e,w,v,l,p,0
7630,7630,7631,k,s,n,f,n,a,c,b,Certain Edible,e,?,s,s,Certain Edible,Certain Edible,p,Certain Edible,o,p,Certain Edible,v,l,e,1
7631,7631,7632,b,f,w,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,s,g,e,1
7632,7632,7633,x,s,w,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,Certain Edible,g,e,1
7633,7633,7634,f,y,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,s,p,w,p,w,o,e,w,v,p,p,0
7634,7634,7635,k,y,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,s,w,p,p,w,o,e,w,v,l,p,0
7635,7635,7636,x,y,e,f,Certain Poisonous,f,c,b,Other,e,c,k,y,Certain Poisonous,Certain Poisonous,p,w,Certain Poisonous,Certain Poisonous,w,c,d,p,0
7636,7636,7637,f,s,n,f,n,a,c,b,Other,e,?,s,s,Certain Edible,Certain Edible,p,Certain Edible,o,p,Certain Edible,c,l,e,1
7637,7637,7638,k,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,k,p,p,p,w,o,e,w,v,d,p,0
7638,7638,7639,x,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,k,p,w,p,w,o,e,w,v,d,p,0
7639,7639,7640,k,y,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,k,p,w,p,w,o,e,w,v,d,p,0
7640,7640,7641,b,s,w,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g,e,1
7641,7641,7642,b,s,g,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g,e,1
7642,7642,7643,k,f,g,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,Certain Edible,g,e,1
7643,7643,7644,k,f,g,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,Certain Edible,g,e,1
7644,7644,7645,x,f,w,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,Certain Edible,g,e,1
7645,7645,7646,k,y,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,s,p,p,p,w,o,e,w,v,p,p,0
7646,7646,7647,f,y,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,s,p,p,p,w,o,e,w,v,l,p,0
7647,7647,7648,k,y,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,s,p,w,p,w,o,e,w,v,l,p,0
7648,7648,7649,f,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,k,p,w,p,w,o,e,w,v,l,p,0
7649,7649,7650,b,s,w,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,s,g,e,1
7650,7650,7651,k,s,w,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,s,g,e,1
7651,7651,7652,b,f,w,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,Certain Edible,g,e,1
7652,7652,7653,f,s,n,f,n,a,c,b,n,e,?,s,s,Certain Edible,Certain Edible,p,Certain Edible,o,p,Certain Edible,c,l,e,1
7653,7653,7654,k,y,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,s,p,w,p,w,o,e,w,v,d,p,0
7654,7654,7655,k,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,s,w,w,p,w,o,e,w,v,p,p,0
7655,7655,7656,k,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,k,w,p,p,w,o,e,w,v,p,p,0
7656,7656,7657,f,y,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,k,w,p,p,w,o,e,w,v,d,p,0
7657,7657,7658,x,s,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,k,p,w,p,w,o,e,w,v,l,p,0
7658,7658,7659,f,s,n,f,n,a,c,b,Other,e,?,s,s,Certain Edible,Certain Edible,p,Certain Edible,o,p,Certain Edible,v,l,e,1
7659,7659,7660,k,f,w,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g,e,1
7660,7660,7661,k,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,s,w,p,p,w,o,e,w,v,d,p,0
7661,7661,7662,x,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,s,w,w,p,w,o,e,w,v,d,p,0
7662,7662,7663,b,f,g,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g,e,1
7663,7663,7664,k,y,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,k,p,p,p,w,o,e,w,v,d,p,0
7664,7664,7665,b,s,n,f,n,a,c,b,Certain Edible,e,?,s,s,Certain Edible,Certain Edible,p,Certain Edible,o,p,Certain Edible,c,l,e,1
7665,7665,7666,f,s,n,f,n,a,c,b,Other,e,?,s,s,Certain Edible,Certain Edible,p,Certain Edible,o,p,n,v,l,e,1
7666,7666,7667,k,y,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,k,p,w,p,w,o,e,w,v,p,p,0
7667,7667,7668,k,s,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,k,p,p,p,w,o,e,w,v,d,p,0
7668,7668,7669,k,y,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,s,p,w,p,w,o,e,w,v,p,p,0
7669,7669,7670,k,y,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,k,w,w,p,w,o,e,w,v,p,p,0
7670,7670,7671,k,y,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,k,p,p,p,w,o,e,w,v,d,p,0
7671,7671,7672,x,s,g,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,s,g,e,1
7672,7672,7673,k,y,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,s,w,w,p,w,o,e,w,v,d,p,0
7673,7673,7674,f,y,Other,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,e,1
7674,7674,7675,b,s,n,f,n,a,c,b,n,e,?,s,s,Certain Edible,Certain Edible,p,Certain Edible,o,p,n,v,l,e,1
7675,7675,7676,k,s,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,k,w,w,p,w,o,e,w,v,l,p,0
7676,7676,7677,k,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,s,p,w,p,w,o,e,w,v,d,p,0
7677,7677,7678,k,y,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,s,w,p,p,w,o,e,w,v,p,p,0
7678,7678,7679,b,f,g,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,s,g,e,1
7679,7679,7680,k,y,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,k,w,w,p,w,o,e,w,v,p,p,0
7680,7680,7681,b,f,w,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,s,g,e,1
7681,7681,7682,k,s,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,k,p,p,p,w,o,e,w,v,l,p,0
7682,7682,7683,x,s,w,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,s,g,e,1
7683,7683,7684,k,y,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,k,w,w,p,w,o,e,w,v,l,p,0
7684,7684,7685,k,y,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,k,p,p,p,w,o,e,w,v,d,p,0
7685,7685,7686,x,s,w,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,Certain Edible,g,e,1
7686,7686,7687,k,y,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,s,w,w,p,w,o,e,w,v,d,p,0
7687,7687,7688,k,y,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,k,w,p,p,w,o,e,w,v,p,p,0
7688,7688,7689,k,s,n,f,n,a,c,b,Certain Edible,e,?,s,s,Certain Edible,Certain Edible,p,Certain Edible,o,p,Certain Edible,v,l,e,1
7689,7689,7690,k,s,n,f,n,a,c,b,Certain Edible,e,?,s,s,Certain Edible,Certain Edible,p,Certain Edible,o,p,n,v,l,e,1
7690,7690,7691,k,s,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,s,p,p,p,w,o,e,w,v,l,p,0
7691,7691,7692,k,s,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,s,w,p,p,w,o,e,w,v,p,p,0
7692,7692,7693,k,s,n,f,n,a,c,b,Other,e,?,s,s,Certain Edible,Certain Edible,p,Certain Edible,o,p,n,c,l,e,1
7693,7693,7694,k,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,k,p,w,p,w,o,e,w,v,d,p,0
7694,7694,7695,k,s,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,s,w,p,p,w,o,e,w,v,d,p,0
7695,7695,7696,k,y,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,k,p,p,p,w,o,e,w,v,d,p,0
7696,7696,7697,k,y,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,s,p,p,p,w,o,e,w,v,d,p,0
7697,7697,7698,k,y,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,k,w,p,p,w,o,e,w,v,l,p,0
7698,7698,7699,k,f,w,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,Certain Edible,g,e,1
7699,7699,7700,b,s,n,f,n,a,c,b,Certain Edible,e,?,s,s,Certain Edible,Certain Edible,p,Certain Edible,o,p,n,v,l,e,1
7700,7700,7701,k,s,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,k,p,w,p,w,o,e,w,v,d,p,0
7701,7701,7702,f,s,n,f,n,a,c,b,Other,e,?,s,s,Certain Edible,Certain Edible,p,Certain Edible,o,p,Certain Edible,v,l,e,1
7702,7702,7703,f,y,n,f,n,f,c,b,w,e,b,Other,y,n,n,p,w,t,p,w,y,p,e,1
7703,7703,7704,k,y,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,s,w,w,p,w,o,e,w,v,l,p,0
7704,7704,7705,f,s,g,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,e,1
7705,7705,7706,x,s,Other,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,e,1
7706,7706,7707,Certain Poisonous,y,y,f,n,f,w,n,w,e,c,Other,y,Certain Poisonous,Certain Poisonous,p,Certain Poisonous,o,e,w,c,l,p,0
7707,7707,7708,k,s,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,s,p,p,p,w,o,e,w,v,p,p,0
7708,7708,7709,k,y,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,k,w,p,p,w,o,e,w,v,d,p,0
7709,7709,7710,k,y,e,f,Certain Poisonous,a,c,b,Other,e,c,k,y,Certain Poisonous,Certain Poisonous,p,w,Certain Poisonous,Certain Poisonous,w,c,d,p,0
7710,7710,7711,b,s,n,f,n,a,c,b,Other,e,?,s,s,Certain Edible,Certain Edible,p,Certain Edible,o,p,Certain Edible,v,l,e,1
7711,7711,7712,k,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,k,p,w,p,w,o,e,w,v,l,p,0
7712,7712,7713,x,s,w,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,s,g,e,1
7713,7713,7714,x,s,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,s,w,w,p,w,o,e,w,v,l,p,0
7714,7714,7715,x,y,Other,f,Certain Poisonous,f,c,b,w,e,c,k,y,Certain Poisonous,Certain Poisonous,p,w,Certain Poisonous,Certain Poisonous,w,c,d,p,0
7715,7715,7716,f,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,s,p,p,p,w,o,e,w,v,l,p,0
7716,7716,7717,k,s,n,f,n,a,c,b,Certain Edible,e,?,s,s,Certain Edible,Certain Edible,p,Certain Edible,o,p,Certain Edible,c,l,e,1
7717,7717,7718,b,y,n,f,n,f,c,b,w,e,b,Other,y,n,n,p,w,t,p,w,y,d,e,1
7718,7718,7719,f,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,s,p,p,p,w,o,e,w,v,d,p,0
7719,7719,7720,k,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,s,p,w,p,w,o,e,w,v,p,p,0
7720,7720,7721,b,s,g,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,s,g,e,1
7721,7721,7722,x,y,n,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,e,1
7722,7722,7723,f,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,s,p,w,p,w,o,e,w,v,p,p,0
7723,7723,7724,k,s,n,f,n,a,c,b,Certain Edible,e,?,s,s,Certain Edible,Certain Edible,p,Certain Edible,o,p,Certain Edible,c,l,e,1
7724,7724,7725,b,f,w,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,Certain Edible,g,e,1
7725,7725,7726,x,f,w,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,Certain Edible,g,e,1
7726,7726,7727,k,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,s,p,p,p,w,o,e,w,v,d,p,0
7727,7727,7728,x,y,n,f,Certain Poisonous,a,c,b,Other,e,c,k,y,Certain Poisonous,Certain Poisonous,p,w,Certain Poisonous,Certain Poisonous,w,c,d,p,0
7728,7728,7729,k,y,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,s,w,p,p,w,o,e,w,v,p,p,0
7729,7729,7730,x,s,n,f,n,a,c,b,Certain Edible,e,?,s,s,Certain Edible,Certain Edible,p,Certain Edible,o,p,Certain Edible,c,l,e,1
7730,7730,7731,k,s,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,s,w,p,p,w,o,e,w,v,p,p,0
7731,7731,7732,x,s,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,s,p,p,p,w,o,e,w,v,l,p,0
7732,7732,7733,k,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,s,p,w,p,w,o,e,w,v,l,p,0
7733,7733,7734,k,y,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,k,w,w,p,w,o,e,w,v,d,p,0
7734,7734,7735,k,y,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,k,p,w,p,w,o,e,w,v,l,p,0
7735,7735,7736,k,s,e,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,k,p,p,p,w,o,e,w,v,d,p,0
7736,7736,7737,b,f,g,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,Certain Edible,g,e,1
7737,7737,7738,k,s,n,f,n,a,c,b,Certain Edible,e,?,s,s,Certain Edible,Certain Edible,p,Certain Edible,o,p,Certain Edible,v,l,e,1
7738,7738,7739,k,y,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,k,w,p,p,w,o,e,w,v,p,p,0
7739,7739,7740,k,y,y,f,n,f,w,n,w,e,c,Other,y,Certain Poisonous,Certain Poisonous,p,Certain Poisonous,o,e,w,c,l,p,0
7740,7740,7741,k,s,w,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,Certain Edible,g,e,1
7741,7741,7742,x,s,n,f,n,a,c,b,n,e,?,s,s,Certain Edible,Certain Edible,p,Certain Edible,o,p,Certain Edible,c,l,e,1
7742,7742,7743,k,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,k,s,p,w,p,w,o,e,w,v,p,p,0
7743,7743,7744,k,f,g,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,s,g,e,1
7744,7744,7745,k,f,w,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,Certain Edible,g,e,1
7745,7745,7746,f,s,n,f,n,a,c,b,Certain Edible,e,?,s,s,Certain Edible,Certain Edible,p,Certain Edible,o,p,Certain Edible,c,l,e,1
7746,7746,7747,x,s,w,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,Certain Edible,g,e,1
7747,7747,7748,b,s,g,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,Certain Edible,g,e,1
7748,7748,7749,x,f,w,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,Certain Edible,g,e,1
7749,7749,7750,k,f,w,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,Certain Edible,g,e,1
7750,7750,7751,k,s,n,f,Certain Poisonous,f,c,n,Certain Poisonous,t,?,s,s,p,p,p,w,o,e,w,v,d,p,0
